timestamp,open,high,low,close,features,prediction
02/03/2019,136.511367798,137.375427246,131.564559937,133.412017822,[1551484800.0,136.511367798,137.375427246,131.564559937],133.137030311
03/03/2019,134.596740723,136.054656982,128.976287842,131.155853271,[1551571200.0,134.596740723,136.054656982,128.976287842],131.176080679
04/03/2019,131.322540283,131.660415649,123.767372131,126.452468872,[1551657600.0,131.322540283,131.660415649,123.767372131],125.384827591
12/03/2019,133.515106201,135.870483398,129.429031372,134.324951172,[1552348800.0,133.515106201,135.870483398,129.429031372],132.081743315
13/03/2019,134.548156738,135.295776367,131.546936035,132.338012695,[1552435200.0,134.548156738,135.295776367,131.546936035],132.625110215
14/03/2019,132.285751343,135.487060547,130.72996521,132.789825439,[1552521600.0,132.285751343,135.487060547,130.72996521],133.584992268
20/03/2019,139.027832031,140.123916626,136.762771606,139.655090332,[1553040000.0,139.027832031,140.123916626,136.762771606],138.024150009
23/03/2019,136.25668335,138.752944946,136.230514526,137.695510864,[1553299200.0,136.25668335,138.752944946,136.230514526],138.213549715
27/03/2019,134.387390137,140.868637085,134.266372681,140.380844116,[1553644800.0,134.387390137,140.868637085,134.266372681],139.640258262
30/03/2019,144.876693726,147.110916138,141.512161255,144.162567139,[1553904000.0,144.876693726,147.110916138,141.512161255],144.007428335
02/04/2019,141.737762451,167.093780518,141.4896698,164.75592041,[1554163200.0,141.737762451,167.093780518,141.4896698],162.957350864
05/04/2019,157.780487061,168.148071289,156.673309326,165.557815552,[1554422400.0,157.780487061,168.148071289,156.673309326],165.706488246
06/04/2019,165.306686401,173.02166748,160.53175354,165.666534424,[1554508800.0,165.306686401,173.02166748,160.53175354],168.102988699
08/04/2019,174.780609131,185.933441162,174.322875977,180.620986938,[1554681600.0,174.780609131,185.933441162,174.322875977],184.007768371
09/04/2019,179.840499878,180.31993103,173.816635132,175.196456909,[1554768000.0,179.840499878,180.31993103,173.816635132],175.599597436
10/04/2019,175.217803955,183.916213989,170.318817139,177.205764771,[1554854400.0,175.217803955,183.916213989,170.318817139],178.818864586
11/04/2019,177.345428467,177.345428467,160.334503174,164.944488525,[1554940800.0,177.345428467,177.345428467,160.334503174],163.904965885
13/04/2019,164.022674561,166.506134033,161.92427063,164.0496521,[1555113600.0,164.022674561,166.506134033,161.92427063],164.515664811
16/04/2019,160.079833984,167.333648682,159.504608154,166.478363037,[1555372800.0,160.079833984,167.333648682,159.504608154],165.813169214
18/04/2019,166.459152222,176.366638184,166.043670654,174.28024292,[1555545600.0,166.459152222,176.366638184,166.043670654],174.615870411
20/04/2019,173.4090271,176.914596558,170.927154541,173.36882019,[1555718400.0,173.4090271,176.914596558,170.927154541],174.531250507
22/04/2019,170.527297974,171.687347412,169.001678467,171.149993896,[1555891200.0,170.527297974,171.687347412,169.001678467],170.405776193
24/04/2019,169.935195923,170.82270813,160.626663208,165.681015015,[1556064000.0,169.935195923,170.82270813,160.626663208],163.362212995
27/04/2019,157.995239258,163.155227661,156.625579834,159.560531616,[1556323200.0,157.995239258,163.155227661,156.625579834],161.312302072
30/04/2019,161.379898071,164.089996338,156.79637146,163.258331299,[1556582400.0,161.379898071,164.089996338,156.79637146],160.075793003
01/05/2019,163.392440796,165.536087036,159.452926636,161.237854004,[1556668800.0,163.392440796,165.536087036,159.452926636],162.136500018
02/05/2019,161.074279785,163.236618042,159.233764648,161.760040283,[1556755200.0,161.074279785,163.236618042,159.233764648],161.496425051
07/05/2019,175.249176025,187.629730225,168.838912964,169.408905029,[1557187200.0,175.249176025,187.629730225,168.838912964],180.788904643
16/05/2019,248.476989746,278.047790527,242.328063965,264.496582031,[1557964800.0,248.476989746,278.047790527,242.328063965],269.307339326
23/05/2019,246.427047729,250.905273438,237.322006226,248.76423645,[1558569600.0,246.427047729,250.905273438,237.322006226],243.597881555
24/05/2019,249.322921753,255.597457886,246.686691284,251.371673584,[1558656000.0,249.322921753,255.597457886,246.686691284],253.206021053
25/05/2019,251.519317627,257.500915527,250.471801758,252.758605957,[1558742400.0,251.519317627,257.500915527,250.471801758],256.438608526
01/06/2019,267.578979492,275.038024902,261.116577148,264.575500488,[1559347200.0,267.578979492,275.038024902,261.116577148],269.538777005
02/06/2019,264.175842285,273.341674805,263.865264893,269.215240479,[1559433600.0,264.175842285,273.341674805,263.865264893],272.476593886
