('meanAbsoluteError: ', 2.4092985576259953)
('rootMeanSquaredError: ', 3.6941479453533916)
('r2: ', 0.9988368247843673)
('Job ID: ', u'application_1607539937312_4809')
timestamp, open, high, low, close, features, prediction
12/03/2019, 133.515106201, 135.870483398, 129.429031372, 134.324951172, [1552348800.0,133.515106201,135.870483398,129.429031372], 132.08429403
17/03/2019, 141.733825684, 142.699996948, 138.089523315, 140.377212524, [1552780800.0,141.733825684,142.699996948,138.089523315], 139.537226378
19/03/2019, 138.254394531, 139.917175293, 137.633880615, 139.120101929, [1552953600.0,138.254394531,139.917175293,137.633880615], 139.032238951
23/03/2019, 136.25668335, 138.752944946, 136.230514526, 137.695510864, [1553299200.0,136.25668335,138.752944946,136.230514526], 138.199756094
24/03/2019, 137.659759521, 137.666976929, 135.405258179, 136.254592896, [1553385600.0,137.659759521,137.666976929,135.405258179], 135.759489785
25/03/2019, 136.302139282, 138.470001221, 132.480758667, 134.082870483, [1553472000.0,136.302139282,138.470001221,132.480758667], 134.954752544
27/03/2019, 134.387390137, 140.868637085, 134.266372681, 140.380844116, [1553644800.0,134.387390137,140.868637085,134.266372681], 139.579268549
28/03/2019, 140.260818481, 140.260818481, 137.627212524, 138.281677246, [1553731200.0,140.260818481,140.260818481,137.627212524], 138.069642766
30/03/2019, 144.876693726, 147.110916138, 141.512161255, 144.162567139, [1553904000.0,144.876693726,147.110916138,141.512161255], 143.992363231
03/04/2019, 164.618865967, 179.060058594, 154.573989868, 159.788711548, [1554249600.0,164.618865967,179.060058594,154.573989868], 168.704079118
09/04/2019, 179.840499878, 180.31993103, 173.816635132, 175.196456909, [1554768000.0,179.840499878,180.31993103,173.816635132], 175.542123487
10/04/2019, 175.217803955, 183.916213989, 170.318817139, 177.205764771, [1554854400.0,175.217803955,183.916213989,170.318817139], 178.657557779
13/04/2019, 164.022674561, 166.506134033, 161.92427063, 164.0496521, [1555113600.0,164.022674561,166.506134033,161.92427063], 164.456150936
14/04/2019, 163.697433472, 169.477050781, 161.946151733, 167.955093384, [1555200000.0,163.697433472,169.477050781,161.946151733], 167.158990735
16/04/2019, 160.079833984, 167.333648682, 159.504608154, 166.478363037, [1555372800.0,160.079833984,167.333648682,159.504608154], 165.694574041
17/04/2019, 166.18951416, 167.921768188, 164.640625, 166.472137451, [1555459200.0,166.18951416,167.921768188,164.640625], 166.447727836
21/04/2019, 173.223052979, 174.696792603, 166.849365234, 170.5, [1555804800.0,173.223052979,174.696792603,166.849365234], 169.463410831
22/04/2019, 170.527297974, 171.687347412, 169.001678467, 171.149993896, [1555891200.0,170.527297974,171.687347412,169.001678467], 170.351915249
23/04/2019, 175.020584106, 176.733581543, 169.18901062, 170.373840332, [1555977600.0,175.020584106,176.733581543,169.18901062], 171.90248987
27/04/2019, 157.995239258, 163.155227661, 156.625579834, 159.560531616, [1556323200.0,157.995239258,163.155227661,156.625579834], 161.235219756
28/04/2019, 159.671173096, 165.46244812, 156.166397095, 159.164825439, [1556409600.0,159.671173096,165.46244812,156.166397095], 161.74840615
01/05/2019, 163.392440796, 165.536087036, 159.452926636, 161.237854004, [1556668800.0,163.392440796,165.536087036,159.452926636], 162.098628917
02/05/2019, 161.074279785, 163.236618042, 159.233764648, 161.760040283, [1556755200.0,161.074279785,163.236618042,159.233764648], 161.456995985
04/05/2019, 168.374710083, 171.585113525, 160.263381958, 163.789871216, [1556928000.0,168.374710083,171.585113525,160.263381958], 164.678678798
05/05/2019, 164.278182983, 166.542388916, 159.413574219, 164.168731689, [1557014400.0,164.278182983,166.542388916,159.413574219], 162.358287073
06/05/2019, 165.952545166, 180.213943481, 160.567001343, 174.507446289, [1557100800.0,165.952545166,180.213943481,160.567001343], 173.643673164
